leads,listing_id
1,60c288e7fc0fb62
28,470498581a21047
1,886744ce98c6860
1,9eff6afc1b7325c
2,2591abd375507cb
1,612a0e146e5fb5c
1,98216440427feb3
1,7d28654f91720b4
2,baa8099bdefbf14
2,04ac7fd100a6ae9
5,08709b9e7c6e582
2,3886bb527ab419a
2,f751048b6c8aa06
10,89a0da2adf6a913
10,ea376a7f1bf1d4c
2,44671e395f87c90
13,c1573f5f35e8b84
2,542bf47db71c009
1,57fda5a39373493
2,c0ecddff519c62f
2,ab40003edfc2188
2,f5b27fc6ffb79cc
1,0fd10564b128f17
1,3618617ef3bc663
2,3e4b1e49eb29d62
2,80d3bc1ae9d2775
1,b9424569f9c3a24
4,32b9b91bd9135ae
2,c696c8636e7d69c
8,3af47117e60b258
3,7c93500ba75cfcf
2,458c18f04747094
1,09b5ac1e82e687f
1,f84ea04494b02a9
2,453377200b4e8fd
1,83cc1855c93f4ea
4,948eca46ebf7912
2,5792fa6128ab84c
1,69842791eb43cc8
2,8048455b75bdd7b
2,130aa71167f3244
1,93aef9d7769a840
1,397d8f963a90177
9,cd8d7b48a531803
2,86ce55a49e9a514
2,998e1c3a1c48de3
2,8607abd1da259db
3,b3ef64e424ae289
2,d4969382193695d
1,f3285fbacde42ac
1,bfd70ea77fcc319
1,cf145ff88e88fb9
5,9289f6717221a05
1,2849ef1614cadeb
1,4fb68f9ebe27ab1
3,1018efcba190654
1,b3a55fc740e7058
1,6785baf373dd25d
3,8a3f89a2e4ad34e
3,ba4c75bda9d64ba
2,73ef81ed3999c79
1,8f4325cb32e8449
1,89572fe9fda0a73
1,83fc2c86c8f6cd4
1,283b67fd336dcdb
1,4a950dbb235f900
12,08a80964707b073
1,ac9110d666bd4ad
1,c728894b0d616b3
2,788551eecaeae0c
3,5695a3d9d4813be
1,6549a8eeba192af
1,a06730399f40bca
1,72b471eb79b1021
1,f880909b4442e1c
1,35a9116156ff30b
1,bd3475f527e5c94
1,9aa006b05051781
1,033e2bdbac14fa5
1,4031bdac64f08b1
5,0638973a4fa6b02
1,0aff912906362b6
1,d964fdd820e0195
1,6fc282d89937281
2,c658ba801b1fa9b
1,6d8982a6fe7d260
1,306572bfe6579a1
2,1fb103ab18ff6e0
6,dc75a06a8467789
1,a56bb7baca58283
1,32e75ae3dee4d59
1,ae6a509b3370f42
2,58ba96bb75a1a4b
8,33e7d779a14b2c0
2,ab0ec278a37f6b2
1,965bee4ad2c9a69
2,ab7c26e8b0c7cc5
1,7e48f4156c443d5
1,28f64c4edac3731
1,0d14033d91dc249
2,5e90c503a5e69c4
2,c65bd075462b4e5
1,36e04ec7aada5db
1,c28b16b59e9ae59
5,e1cf9a37ee94b72
1,5891b032d6d4e32
7,629fcdf5c7a129e
3,b5b3b4ff7c1f60e
2,46faae55a2bde46
6,caa86f566b17f8a
2,d3e7f6d14d6e215
1,a86182f4e0c22b8
5,acf3cc74b86d296
5,b753b1a84c6ef9d
2,8455eb08f48b0f7
1,5a7cbc72ddc28ce
1,6d2036cef79b389
6,11c59148b9bdc9d
1,241c9e10a3a79ba
3,c90dbb36954be3a
1,2df2ff310f60867
2,5e18a45f69e4bf5
1,63c1005cc4e69b0
3,b83da4cd23e81f7
2,39b9a78c71bda5a
1,2662d22676bd2d2
1,74668236441eb14
1,a33b82c4ec0621d
1,8091cac4008d96f
7,ae85901928092d4
1,674da84da697ba9
5,4269ae1cacf61e4
7,b92452fdedda07f
1,e970b2f689a346b
1,484bf97416a1718
2,f5519a3595081cd
1,f2630eb2bc17434
1,6f50e8dc2103401
1,23972b181ebe9c9
3,4334d43e2a7d61a
1,dbb23fecaac8855
3,02f86bb97619c1a
2,c9fbe8f11135ed6
1,f1cb205235a4fd8
2,d3c5c298077e2d2
4,118830e4c29e3b7
7,b2961440164e289
1,839005197a17c87
1,3909db2360795e0
1,9661bbfa4eec7a9
1,90c62af013fbe36
3,651f0fa9a073a9b
4,6ad6d18d74fca3c
1,3dd03c9c6fc3b9c
7,e20ce29b8538bfe
12,d29b13ff6952b05
5,8c7cc752d26b5c9
1,000d50c085e7b77
14,b3b63d92f34d366
2,be3326e1f0090e7
17,40bedbf18815bc6
6,71c1308040063c7
1,28539209ee41803
18,71f4537ec05e375
2,e41b87f8729ba31
5,eff5508c85367d3
2,7036321bca83da5
3,3b2ccdd019f949a
1,094bd1aaf365fb1
1,566fa2be1bd7dbb
2,30b952ba1ac5432
1,99035536173489a
1,d6f9a7467c182c9
28,e07f72b5db7687f
1,e852e583b43b7e8
1,0e48ee9f8dc32b5
14,056d6403db5faa7
12,0d78d4867b54b63
1,73bfb7a163c4ec3
4,8e4febd86dac195
2,3c585b12d16a85b
1,c536525fe0344e7
1,f02e22a37fb486d
2,750ba5f1bdf1a21
1,56d058631057965
1,bc72b451724298e
5,6da80683d4d9bbc
5,ded214452973c3a
2,deeb736bcfe2bab
3,e991722b0978617
2,95824cc49d8144d
4,abe42f186055443
1,68341ff7c1bb42e
5,5d8e004d6f61ebc
1,17e7528122848af
1,b0e807921954db2
2,639d5f646aff4de
3,00736f96abe23e7
1,2bbf2f79d546eba
1,89bc0b59c789f72
1,c57d631692b1e6b
3,ded3a459a7c7d12
2,c1e528580d12c68
1,82a9d330556ecde
4,6666735e1ee9eba
2,4df1ebe28d9c2c0
1,a787891e6df218d
1,f6588ad60bf139f
1,25de8367026a930
1,7781b47863fb595
1,108ab5b2b77435c
1,5d698f4631dccc3
1,fcdc9b947dcd392
1,864a2091104bec3
1,6b527298edf3f23
1,bd25a5ffa1da5b7
1,766ec660bf81b03
1,f104fc239ed4a9f
2,c9e832d08cbc81c
2,1c4acd7e51afd6a
2,7141ce7dddbbf0c
3,906401fe8e4d8e0
1,da0d7827f554f22
2,83b7b6995106746
1,d155cb7303c6358
3,c479514cfdf940e
2,dca36f22c9dc4b9
2,ffb0b020fbaf701
5,a3f01921429cdf7
2,0f29ffba3aa866e
3,c939f169d496c32
1,78b946784f8fd8f
3,544476298fcf329
2,1615268ac640caa
1,c19dcfe9ea3f4c1
4,1a316792e68e7c5
2,63fa1eceb437bd2
1,18344c9b7f43d26
9,3c40a4eabf1dac4
2,505374a0aad935d
1,e1f52e32d0127f4
25,91ddfeb72143638
1,f96c487307a09c9
4,91828ca2a85995b
2,77c0d01d8df5d65
8,d08ecd6ac95cd56
4,78aa6a50849437d
11,2bbc57333b2f462
1,53dde53c12e64c9
3,85fdfddcf9650c0
1,11b8676fa43c1cf
1,382357c4a2d358f
1,b84f69090ee79c9
8,0dab1c18ba401d3
1,c35757ab4ae7393
2,37e58867ecfe7e0
1,2c7f6deb1361238
2,d55049db8e71e4e
1,a4556f0ee8b52cb
2,ebcfff73f37e8db
2,88678fa3a62a3e1
6,6ab6fbcccfd0c94
4,32ad4c22a7ad9b2
3,4a57d67612dcded
1,0e0b788a010712d
4,0184d3fccb7f37d
1,16694bde22ac62b
2,b490602425a91a9
2,0962f368a212404
4,ab8ca2484bddffc
4,47dcb852e0200c8
5,187f0a6c650176b
1,125cbcc97b30187
2,be0b35d36745a60
3,835b4c9e1d84e00
2,dba4455f9c14fad
2,2b4181b71f05892
1,00e5d8c6261ed93
4,31ba9b707915f4a
1,6b68ecf02b9dd96
3,662239326305257
1,c4168c4ad8faddb
6,887d2676155d8ad
2,1efa974815633f4
1,a36520fd59c24a1
2,2b81b2795e5fa65
2,d48c99b7f9949a2
1,aa3cd16d098a7dc
1,27f30dfc3d5ee1b
2,b250e83e2b6bf5a
2,c8ad08dd8b65d60
2,dea79e5d8fbdae6
7,658cd13a1de2532
2,421e3fd2c0b5235
13,4f2d84005aa449f
1,0e18b59086fd8b2
1,945a7fea9c0460b
2,be894ef7ab47bcd
1,fd7f7cfc2d211f5
1,61b69ffcea6f47b
1,59b8afb4bde52ec
1,4bfd932113a9a71
1,5a36919ca1bb466
2,9e71c7ec708630c
1,85a01c3b86dde9d
1,10309b30270b69f
1,2ad1a136a1b33b5
1,35ae502b2c968a9
4,80ba2e2ded1ece9
1,003d2a340647578
3,859b337807d1c93
1,61a63ded46d197c
1,f116d306856d792
1,ed07ccf74c1ce93
1,10e2884e69ca057
9,3bf75ae6b727191
1,0565d7e0e595c80
1,b84a4b7b07a76af
1,d8ab9bd5c7a561a
1,4d864a97862447c
1,e7f5100267e8591
2,0ffc55c0a37dcd1
2,a51e9eb3111d04f
1,494d08b818a3356
4,363aeac48ae4e3e
1,5783fa566421d2b
2,0f94958b3409510
7,b4077fe701adb51
2,3dabdf85e0b0b6d
1,c0077dfd727443d
1,7af8db0adbae48c
1,b3e7489a846df5a
2,5fd686657da3d1a
1,f898761f1243a0b
3,5f7a5e4dc710599
3,7ec1636ed9bc8f2
4,4e4467478f3c22d
2,56a794a95b8b4a4
1,e30957630f90b4d
2,bff0ce497d61f63
2,5348f102b04f723
1,85a761e11c64544
1,9a0a41ae22653c1
9,4e650757557d4a1
1,da03a5a984e6041
1,7707c8a66b9ceb3
3,3be3ecca9f40f2b
3,81ebd0bb72e7015
1,64834e4632955aa
1,2ba0946595f53bb
1,47b2b5e96d362b1
1,f99e32b8a5a45c1
1,dd354764c2a39e1
2,63009a2e456251f
3,4c5fb374dfca031
1,f07a95c26c1f362
6,60c25189ca2cf86
2,5fe3d10cc053224
1,b3625f717f20c26
1,8c90272481a2745
1,582eb6e3f3616a2
2,af81cf149e10f4b
2,f4674c48d1348bb
2,293f9f0d80d634b
1,23b5b5b4ec6063e
1,654e01c421a6da6
2,e3e3caf62b9397e
2,8db9a2c391565bc
2,67880b25aca8eb5
1,00c81c1e4f49ad4
1,b1152acfabfec66
4,ea7e08be086d72a
1,7ccf8d429f4a111
4,e6bbfac84157b1a
1,6cb26e092b23d71
3,757c9dfe7e75478
1,adc13601f20ac5f
1,ad389ee1b91285c
3,8199ae47b26e150
1,20d158b48edd1bc
1,6bedf28bd5d25aa
1,7ff2e9ac5070327
17,6b1a2ab6d19b7a8
1,fd9ea1cf191f1eb
2,6d1a9be5726f942
2,e0e589ee7f1433a
2,3f23373900bbb78
1,154ee2230b881fd
1,2bd2a78c828ec79
1,92dee1ac1d7ffdc
3,73bffa6ccb5cceb
1,7c681df98ef6daf
1,ce579259be53b42
2,b0ca5c9d435a283
4,0733032aa03d15e
1,c268aa0ecc96d1e
1,1be60ab3e1b13b0
1,ba731b3423e79e7
3,dddcf64e0c0e858
3,253f4bd15b620a5
15,1bc15ab5ea1fb25
1,b4a412cfaadfad5
2,785eaca1eb16731
1,fcb4804e89269fd
1,82f0377eebf27dd
8,42f705c15fa7f70
4,9f2febbc8f93108
1,20712fafb8cb951
3,9db9505bf4541c4
1,56d5fc4532803e2
1,aa9b06cb587ac33
1,0b097dadcff62f8
2,b352b193601feaf
1,533f3d916910b6f
1,3f2fe48732004a9
1,8e878f9758182bc
1,843bc2fb3c0b1bd
1,708546ea5b4c3ce
1,dbc718840393196
5,0e7967bac77aa06
4,e88dcb24ced1d8a
1,c8487154925c601
1,478cd060e418883
2,49145cfbb0b7abf
1,8690c45862ba42a
12,f3a78ecf5c99885
2,2ee41659dcb7623
5,3b9e0e811892829
1,9792856a61b2c07
2,702c727875dfdfd
1,c5fa5b97b00d2f6
1,2c9becc680b4f70
1,b0d197db9caaf2e
2,2f142c8bd610a77
1,46c99bed2760732
2,78411e7019bfe0a
1,a9fad0dc6378494
1,248cfa46583c241
9,80ee6dd294c5e9b
3,c415a0314e2a03d
1,1117b462d033119
2,6759e3513cc2603
1,c3bed53ccd42511
1,9ee71a5e0549f0a
1,7c03ab721351198
1,f0b88a3aa4bb146
1,6c11731c7e157f5
1,c482ab9835dc323
1,2194b608524824c
2,0300213b4ab9973
3,ca8232e032be940
2,6e1dcbfa044564a
2,eb771d383ecce34
2,b33497364b5f43c
3,08274db83de3260
2,3fe9e74e064b527
1,c929b008542e0f5
1,5b6d9dc4a6eb299
3,c5e230dd834725a
2,094c3cb25eee15f
1,bf2a872f9fa198a
1,5aa2d53ca163507
1,dd07ffb24073c4e
1,9cdcee29dc584de
2,66b2446d02f4a05
1,76cd45bf72f6124
3,708483a6dd97a15
5,f5c9423ae426e80
1,6404bfb14b345a8
1,c1c815088f61247
1,67d9c5ec61c2e0a
1,dbcc1ef287fda46
2,07e079db77e3273
3,67167f2910ca38e
3,21c6e4aa9ec392d
1,48d0fa6d11d4a76
1,5549c106097fefa
1,fc8418be266ecf3
1,80a463d43a132a4
1,ad9457f4d99f6ea
1,48b860cbddcc0dc
10,de1816d86e1da45
1,91f28dd162b70a1
1,436add12b6bd7ce
3,46607be4c2b925a
1,ed6c3f19421db1e
3,86b8af46a52640f
1,0824484dea3ca38
10,f3121114df436e0
1,da1aa553077cae3
3,1418f10bcf9e247
1,a55f7162554f0e5
1,3049a0795bd1835
3,3e8e0d7b85763f4
1,99923bd835c0e0d
1,e5266080998f263
4,82a1ec52dd39e19
1,23b6f3b173fe7da
3,1f3268710bdc226
6,5e31b0041c13bc0
1,1974084c8c53a5d
6,c0dccd71fd59927
6,64bc2a0c87c9f07
1,799cca2c338fab9
1,a595a5092beff92
1,aea76a4f8310df2
1,529a35ee015b279
2,f7b9cc47a7b5670
2,5546ee32f5dd242
2,fa6907e0f02b0e1
2,ab752d958eac149
1,989df99b06f48f9
1,5471c0f2406c851
1,7713e2dcf2cee15
1,81b5d959b959442
7,b9570a7b843d603
6,e7515eafaa2bfab
3,02d9e8ee21b1ae9
16,727ecb5f51e903e
9,fb629903282a0b9
5,ba23fdcdd5bbed0
1,c840d8c31843da6
2,69d1fe4436b568b
18,575d1f43fbbfda0
6,b93c57ce600ca29
1,8eef903925b362c
1,40d2e176919acc7
2,f939be6eff0c907
1,31a831af702fa6d
1,b32ea00aa071122
2,69f23a1bf1e36be
5,4e270603a0218bf
2,9fc93e6941bd525
1,7cfbafb5582ff5b
2,e05c191475c25e2
2,125f80297c26cc9
3,1dffb637d84cb9a
2,03b6e0e6cd0193b
9,c2a26d94ba7635b
3,f0a50f178729ee7
5,4a48d33707a09a6
1,fdfafad59793064
5,2218ac214026ce7
1,3bd785b96e58071
1,cd006e9d1d81287
1,e21e93c58977f48
10,280aa7603474477
8,466e3f7e5d3817c
2,11c2f11c4b3b706
1,54ce8506a7ba3c7
13,f167cc54664b195
5,220312fc2aba505
2,cdddd5e8bd83aa8
2,2d53134f30242f0
1,105ccfc1cbe1374
4,d5e805ee7ddd988
2,d820a4d8f89b657
2,d4887a1065d2cae
1,eb0615e393119e8
2,9644dd34a05c43c
1,616c1557daaa48c
19,1ea051c704bb933
2,c2d12d9d7602d26
2,04344716d053604
1,76091830b28d967
1,5eda2aedb6ca975
1,2930cf2616f31f2
1,b4faa1873c65842
1,6b78a8481d9bf64
4,9046f29fafc0dfe
4,5a71e6fc694e436
1,57b71d3975bd416
1,fa07b29020f4d06
1,7d9b91d79559b4c
1,9d44797b43e539d
7,458bd43f5321e87
1,50e1d6596defacb
1,6fdb8da2a53d765
1,6c920a2eeae3e39
1,f768b09346d0543
1,2f11ed8c809b0c0
9,5de1b010d50cdb9
10,4c7da1ae211e227
1,9cabba953e5e510
9,7860a4124e0060e
3,2cddf1564077b49
5,5b230191de69d72
1,fd3d52135e465d6
1,e20657ca974ad9a
2,4d40bac5e212119
1,f600a89c77aa255
2,4bb4849e96cbd8a
1,9b48412646884c0
1,5b58827a90ecf86
13,9c842a541fa8200
6,2c61b95f7a63233
1,7a9de7bbb49dad2
1,f77e87e2e239815
2,c51d96e6c071f60
8,914d8547019dab8
1,b868a34faa32912
1,d39cbc538b06712
3,f9ce2dd0a7afac8
4,214d2bf90bcd9cd
1,26fd8f17ab6dbf8
2,a6593429c8fbd2c
30,3151670df49e7bf
7,621b83d960f400f
2,978ca30e4c5960c
16,ab5444b4ebf7d78
12,8a9d4f763d46fa5
11,7d45ce6426f1999
3,983e6be2d4c06a9
2,e7727fe2fc15add
5,9cf48ec93bf879b
2,1ec22dab8960aca
1,2ba260fecbb371c
3,679dd46ec639db5
2,28b776ddb1aabad
1,055ac68737b17db
1,4a9db33d5dd519e
1,edb86612bbeb2f2
6,9f5a2e722e39617
4,790c6e05cd78c64
5,3a1050c776a9a3d
1,fc021a9c8cca8bd
2,2e8b8377a220ee4
1,e1cb58abe15bcd7
3,50a15914e28f9b9
1,eb87e3fecba5f34
1,b0547b2f066034c
4,80cd3b21d500f20
1,b4da32828d52931
4,52171a7716b499c
3,eb22efe2fc8e5f6
1,5f9c86078c4b846
2,f981e97d1605620
1,9fcf7382e8e9240
2,a7acd55f5b17995
1,b3cf8124b6495a7
1,06dc95dd1071d86
3,c1b6de9962d754a
1,47d56e4e500a7df
1,e701898add96a93
1,2758f531a62f565
2,db386187b33117c
1,db73679abe12d8e
1,7b2238afde14a6b
1,21d17108ea60765
1,68cfd85c626f021
1,3170f2a4ff43aa8
1,a7ab67e00f635f6
1,1eafb4da7c7baec
4,44586498b32c583
2,745297139c2d2cd
1,80cfe67f0f6b168
2,7b760f2ddca5816
1,060e2a33978af5d
1,cd2d73c24199118
1,61cb0752392f609
3,0a54d03508cfd7b
1,b8725d7e591006a
1,dcaca339c177795
3,fd43e3d3c8c4141
21,9c2b1e8f8562af8
1,dd7f5e12c6f622b
1,fc1e1a065f44e32
1,8474a5826e554e8
2,370597c1860a09e
1,0bb764e9beb8d7b
1,2c790e39f948958
3,a15173a212ea2aa
1,35b84bc58238eb7
1,a4859fc9e886d27
1,c14cb42fd1f087a
2,d972399ee1b8a71
1,94329a8d1467263
2,00d71d86dfc29ec
1,e9a6b3926ff2a6f
1,032d0cf17386540
1,d3bcca786da6b29
2,abd267aff658065
1,61e68332dc75e14
1,950e73c04619dae
1,64dc47b7c51e57e
1,c45facada7a6ae9
4,0930fb8e88bd3f1
1,448a10f479a43ab
1,a61032534d0eabe
1,9e87e9cdbab41c3
2,f8b016e02173f67
1,1f3623a55811d68
1,d210c2fe90bdb05
1,d784837f28c0b00
1,ccad6acc2626ccc
1,c8fea1cf54af1dd
2,ca4377c96e4782f
1,ca1e60a115495d4
1,03394ddc1e4b6d3
2,5bc60cc8c04f03e
1,ea6e6f6713c54ad
1,04483d55b2db1a6
1,a394342d4965171
1,7aa650a22351f30
1,dfe7948d1f8babe
1,8b869c189737a41
11,3d4219be838d38c
1,4eefb347c6119b2
1,50a213896b5178f
2,888101f698e110a
2,a436d1697b7211e
1,64d3bec1d99f117
2,dd1621a7bc55c95
1,c21c054530fc3cb
1,6790d3a756ed0c2
1,818ccf10e418bb0
2,705cfdb6ec47b6a
2,98e28a623652096
1,7abb390a72ea5d0
4,33693fc6817e761
1,2672bf120f547e2
3,3e9a418087291ef
2,6aeff72de151147
1,faef3dc82a8b528
2,01ca5ded1d4a966
1,58d6d4b395628aa
1,38dbd63b28e76ca
2,ed6e643749c874b
1,e968a3cc847dbb7
1,28575886d9cad40
1,046f448f1a776e1
2,7b95ba07a1f2169
4,fcee5acbf1c6c0f
1,b9937ff62a7e90d
1,00ff40803ee8031
1,bed85a10cdf050e
3,f21c45290bb4bda
2,e57e519c17e3e76
1,c81f144f2d2d4cc
1,63578076b3f2a3c
1,69520321ee81c5d
12,8f1eab1f888efac
2,6f04008e1a9fd83
1,c87b4cab2182b7e
1,0e506c71f1e8e83
3,f63d9d8a57fc502
1,e3d70a34fd7274d
3,8ef267738aa411f
1,f756621410394bc
1,7843029df3a0a93
1,d5cb8ce3d072eb0
1,2cdcf2fc5056aa6
2,ba10cb3abdbd17b
1,64f435901865680
3,336b55cbab0b036
2,6889ab72cf07012
4,fb44de1223b0327
2,5582c7435001132
1,d9b8c5ccda170ac
1,8084b43d2c99bb6
1,fe0ccb43411f059
1,0c98914bb629ea7
1,cf0927ef585f778
1,429f5be4a967481
1,6fc23a45e11d6f2
2,1c8c52be6223dc6
1,f7f9b23bd73f7f8
1,14abb1aa2e64ee4
4,5eb0b527e7f1295
1,5b987252f44a028
1,126b41b2377ebd9
1,438401138e6234f
1,9acae498f782a91
8,1fbb75160d13fb2
1,b363ffb313d7e8f
2,56b7acb37608a26
5,acb959cb0c5ebf1
1,fe473dcc3f1ef50
1,08f3013894522d4
2,72b973031d7bcd0
4,cb57ebfe8004cc5
3,d2e7c6765f2c175
6,527ae026e18b5dc
8,20883a2fc43801c
1,8c961edce1cf0da
3,8405a662350c9b9
5,653b1f6a6a1e23d
1,cb50f6966f35bb4
3,989c29916e70ede
1,a0e3528ec5aa8ef
4,556b02512468c15
2,042e8ad279b6208
8,e048ed6ef44d073
5,ba4d000e22f82d1
5,1dd4ab0604175e5
1,ef808e98803ac39
2,56da43696743d3e
9,47f0f0f977aa18c
2,596effe18cc586d
2,09e2eb85257dcca
1,3e12a0842e1bccb
2,4f9a845dfaad93c
10,e63b2d52c4d7b11
2,b0d4e6a9283abd8
1,3a17ae4390bd00b
1,61ec5e8d3305a26
1,9295a378f9dcce4
2,96920ac5aa916ae
2,74c36afc46e0ded
1,e10b4d955cd001f
2,e8784fdf529da18
8,85ee666203f635a
1,23bf04a85c52191
1,466664cde31796b
2,8e9fa87c0611d19
3,c5e3cfd2a9f76d6
5,a45299c0c421985
1,8e4aa525c6e0cf7
4,d9862c0af626d09
3,223b83e5bc38fe1
2,fe3f5003adc74eb
11,7960754b538f66f
8,4d284a4253fda55
1,dad0202d9f3a8f2
2,3cc42c8c3eed8f3
1,5ed65f7d3ea0905
1,ab5d87fa2096bcf
1,b33527f4a056ecc
1,0036ad25b1eafeb
1,e9227f1d4f1580a
1,e79e6d7a5df5fd6
1,3dbaaa2d7d91537
6,3797eb4975e8eeb
5,819ca8760a8f2ec
7,7c7745dc11307f8
2,81036dab30f3b1f
17,de9aab02d93fd20
1,5fcf4b7849c887d
1,baeb38890667013
1,3b5b43eb6681d30
2,aea76e3ce3f00dd
1,48b5fe4b5c2b178
1,fc5512378666215
7,5c0c7235df269e3
1,741e9ef9e8598b6
6,52db2956c3ca157
1,ff2542612cf6d61
1,f6e13011ae2cb3a
6,c2aac573d2b1c15
1,f7b0c68f540732f
1,4c007887db3260a
14,72d03139f2cc7cc
2,bf5e8388958019f
1,fb4b01423540b20
3,e2ef093403e1d8b
8,64d401138535139
1,d4e68e14fba98e0
1,1c260fdb9c4fbc0
1,7e2d6e13e169a41
1,5341858179d3e16
4,18f194ee5f2bd00
1,3b39ecf9f1da3d9
2,3a60f74933ef714
1,3d3cf5963725e2f
1,695d78033e209b4
2,ee4eb68e39b300d
2,4ff82a7902dced2
2,51b0d6e66b2cc21
1,3f28322660b7062
1,526ad1c97a79e7d
1,35daf0236f1ea2a
2,2e8b52638c57f11
1,e93abbb6d74dd80
2,1c30e5d80e4af6e
2,788b07c579b8558
1,4a4e7bd739e9502
2,0292cc9936c8a11
1,2a15270221b2a68
5,c6f62057373da01
5,ac27e3e0fb4efab
2,d54e524d8063758
1,c85519ac099132a
7,0704a00ade79ee8
1,83adc86bb80ceb0
1,5db556df5f273e9
2,fdda4e03885bcc2
1,3b5f0f154d99b90
1,daa9d392c7999a9
1,23b689f5ba51707
1,95b1e4eebc50203
6,7af0ae5a5b06fc4
2,0c9b03dcfd94b2c
1,db8399abbd7340d
1,2eef65da9701b12
1,f30a72d21f50352
1,1e8b63c2a2a0d1b
1,2006405a78dfb63
1,241c600e573d1f2
2,4565b2529d0c464
1,7bcf5be704a9411
1,d2108309307cb45
1,c801f114bfeddf1
1,f9b469d68d26961
2,9305d1c24c6582f
4,2ea6cb31dd05182
3,d6b6edc7d95cfbc
4,fcec2588ef6be6f
1,e070c49c0739d66
2,55c79a5b208998a
2,c34aeec9d9a7e59
2,5627bb29b171880
3,937c51bb67f2355
3,3eae61d20583cb2
1,f6b937853ad05e6
1,8a13dc6756bad96
1,b406fa844ab1a52
2,273b6895f79a369
1,bc791fb44399f06
8,3a69863b76e121d
3,978ee09c9644315
1,aaa25582114b07e
3,e094f581cda5c0e
1,bb870cda3dc247d
8,d1794ec36ef902d
2,10a95ed0e677414
2,e9220d4f50c5143
1,82e8cb6da1aaeb0
2,ff0b96ec4897031
2,a719ad11b8ce7f1
2,c821632f4852010
1,a77ebfe53b54577
1,4e2891d6c18c176
1,1b361a0df088cdd
2,63b24522bb1df28
5,8e79b126d34e20e
1,a2efd93377beeb7
4,4af1b369102a720
1,352b5f744cdf9d1
1,9175e2f4a35eec8
3,1bf343537efa885
1,0f4c2475c034b9a
1,6e4fb3b3cbef532
1,cb0decc3d036034
1,c04a7ecf63b6722
1,a815afd0dd25cdd
1,39d66073e0dfb50
1,fae0f347bae46e6
2,deb0d82ea2c6aff
1,639e794900be38a
1,2145741030239fd
1,2eb9b846ca361e7
2,f9751be068dcc61
1,40128e5ba9f4e87
3,71ce35dac0f00a4
1,51e0401bfa27f1e
1,254afff3bc80e2c
1,40d22f3b9222a31
1,5fde2729c40f6f5
1,aeb7e35657fb6b5
1,2f4e22ca4f105f9
1,43bba7037c81137
1,d64652bff7d015d
21,c637b6f37b7e985
5,40a20d4ee2a7a18
4,90fba365aa7c54f
4,5b7e6fb1e1a2fd5
2,67c0d4da76d069a
2,27a604632bce689
1,fc25665c81d39f7
1,72961a13b3cf779
1,ef88c04a51bd1c0
1,b18689dacc153d6
2,6fd2c1c91235335
1,955a65b013e1fe2
1,68d9ee0a931cf41
2,a3b5fe63560be0f
1,7884ea47e808669
1,54524bdbcfbd4e9
1,598300b0157908e
3,1c402b7d08615c2
2,61ecbf655c40734
1,e51560fc52fcbdb
1,bc742ca94de1c20
1,9d3b88b6829d634
1,f9515e51065a29f
1,4c04c46c609634e
2,1f80a8c4d94dc4d
2,e7830e81e564539
3,55d28eae71c2eaf
1,92f5245d538196c
3,920556000a7f4cb
1,48370116dd908ce
1,f8fdba7adce4013
1,0dd617525b2cea1
1,869d318282c4851
1,f1aa3373c305338
1,a097bdd54b21567
1,b6b585c4e1e1714
2,82dbd1284fda0dd
1,dca3ccd77f5409e
1,4a09d7e9ca29a3b
1,3ce27c48e818e86
1,efba23d1e540b7e
2,90e56bec1a87adb
1,588a1bad15d745f
1,7cfb102b967425f
1,4fe017020532449
2,75ef78a99476ef8
3,3ae2a479a3f5430
2,d75a5af219cdc79
1,b731df85511b4d0
1,a8559f490190c05
2,ccdacf78fb4494c
1,591de206c846680
1,4fbab11ce97c844
3,b8cac94c9e64d43
3,680f37b186b4749
1,e325ca5f9b8ca7c
2,375a2fb26a2836c
2,e76cb359f588e32
1,b30dc30aebace83
2,71b84fe51f6b23e
1,8376cf705c62307
2,02d1affbd842a20
3,d20a7acca98722e
18,a58a5e184e31f79
1,0e7daa0a24f4467
1,ceffeeb1ba86cdf
1,17503111ebf0832
1,b4dfca7c45dc33f
1,b6810fb72ff2ded
1,189ace8de81b8dc
1,be48dce58211497
1,f6d63637b7b1b1c
1,ecc83853954537e
3,2eee86908a1d94e
1,53c5498f9b67f28
1,5ea4fd5badd8e4a
1,471183e815ec38a
1,9b973a71a2451fe
1,e84e7b7b11057e1
3,fd1defc2acf04f0
1,f056db30cb3bea5
1,1d1c991fe906e33
1,51f35d466b5db1b
2,ce9e9b6f0ed48da
2,e4b00075393b2c7
1,8f6617dd5cad23e
1,3e165229893c1fb
1,4bed38b11218d16
1,fd4e7d7f5d0ab76
1,110e87fd9655da8
5,18f68cb243633f8
2,472baffbe0eec10
2,ebdfc557daadb68
1,37fd155e0dde908
1,1bf46481807fda6
1,de904d4e0bf42ab
1,222eaa659e511ad
1,d471322571a95d7
1,2163285f0b542a5
1,57dc4ba42495186
1,dff29909b03bee8
2,e064808d5104ca7
1,f1873bceb87f6f8
1,df9d4e7b328bf8d
1,1572dad9bc5e458
1,77827ab585fa14e
1,e5f77c9e3016883
2,67b8a94f600c22b
1,cbc3aeb485fa827
1,6a5ce274355860f
1,45ca64b2b0cb0f3
2,51624a934e81cc1
2,78f830758af1bc2
1,6d18ae7c106eabd
1,611d5030b3b2f0c
